Date,Time,Total,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Mean,Vpp
2021-08-17,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-17,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-17,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-17,07-19,2889,236,1522,272,38,478,102,0,36,103,93,0,0,9,71.8,87.2
2021-08-17,06-22,3261,328,1672,305,40,529,108,0,41,119,110,0,0,9,71.4,86.6
2021-08-17,06-00,3261,328,1672,305,40,529,108,0,41,119,110,0,0,9,71.4,86.6
2021-08-17,00-00,4452,387,1955,394,116,886,172,2,70,254,204,0,0,12,69.8,84.8
2021-08-18,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-18,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-19,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-20,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-21,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-22,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-23,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-24,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-25,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,06-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-26,00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2021-08-27,0900,293,23,162,17,4,45,15,1,1,13,11,0,0,1,71.2,86.2
2021-08-27,1000,312,17,178,25,4,54,9,0,1,10,13,0,0,1,70.3,84.8
2021-08-27,1100,347,29,183,26,3,53,20,0,7,17,8,0,0,1,71.6,85.8
2021-08-27,1200,343,42,182,27,3,54,14,0,2,12,7,0,0,0,68.8,85.1
2021-08-27,1300,371,34,205,31,5,52,14,0,8,15,7,0,0,0,64.9,83.8
2021-08-27,1400,391,30,218,27,3,57,17,0,8,17,11,0,0,3,68.6,81.1
2021-08-27,1500,402,39,233,29,3,50,12,0,5,16,14,0,0,1,65.9,78.3
2021-08-27,1600,415,60,218,23,5,70,9,0,4,15,8,0,0,3,64.6,81
2021-08-27,1700,462,41,284,32,3,62,8,0,5,10,17,0,0,0,68,81.5
2021-08-27,1800,417,34,233,21,5,51,15,0,7,30,20,0,0,1,67.4,82.8
2021-08-27,1900,314,28,195,13,5,33,9,0,5,17,7,0,0,2,68.3,82.4
2021-08-27,2000,296,19,160,24,5,41,6,0,3,21,17,0,0,0,68.6,81.3
2021-08-27,2100,212,4,124,13,4,26,7,0,5,20,9,0,0,0,68.2,85.6
2021-08-27,2200,192,4,118,8,3,28,5,0,1,10,15,0,0,0,62.2,74.7
2021-08-27,2300,249,1,109,17,9,47,11,0,4,24,27,0,0,0,61.6,73.9
2021-08-27,07-19,3753,349,2096,258,38,548,133,1,48,155,116,0,0,11,67.9,83
2021-08-27,06-22,4575,400,2575,308,52,648,155,1,61,213,149,0,0,13,68,83
2021-08-27,06-00,5016,405,2802,333,64,723,171,1,66,247,191,0,0,13,67.5,82.4
2021-08-27,00-00,5016,405,2802,333,64,723,171,1,66,247,191,0,0,13,67.5,82.4
2021-08-28,0000,178,7,77,6,6,31,8,0,6,22,15,0,0,0,65.4,76.7
2021-08-28,0100,150,0,41,9,17,53,2,0,4,10,14,0,0,0,71.2,84.9
2021-08-28,0200,162,0,64,8,21,42,6,0,3,13,5,0,0,0,74.7,87.5
2021-08-28,0300,126,3,55,7,16,27,4,0,3,5,5,0,0,1,77.6,89.3
2021-08-28,0400,171,7,81,14,7,34,2,0,1,11,14,0,0,0,72.7,88.2
2021-08-28,0500,189,20,95,17,1,29,7,0,0,14,6,0,0,0,71,86.2
2021-08-28,0600,276,69,121,16,4,29,10,1,3,11,10,0,0,2,71.2,87.7
2021-08-28,0700,295,19,196,22,2,39,4,0,2,5,6,0,0,0,68.8,84.3
2021-08-28,0800,297,16,197,21,3,34,4,0,4,11,7,0,0,0,64.5,77
2021-08-28,0900,285,32,177,12,1,41,8,0,4,4,6,0,0,0,64.5,79.6
2021-08-28,1000,263,21,166,15,3,35,7,0,2,9,4,0,0,1,67.9,81.3
2021-08-28,1100,341,36,199,23,5,38,12,0,5,9,13,0,0,1,70.6,83.5
2021-08-28,1200,303,49,163,12,2,37,9,0,5,17,6,0,0,3,68.7,85.1
2021-08-28,1300,329,49,193,18,1,44,7,0,2,9,6,0,0,0,69.7,84.1
2021-08-28,1400,332,35,189,20,5,41,7,0,8,17,10,0,0,0,72.6,86.4
2021-08-28,1500,349,51,197,21,9,35,6,0,7,11,11,0,0,1,71.9,87.2
2021-08-28,1600,369,69,203,14,5,39,7,2,7,11,10,0,0,2,68.6,82.8
2021-08-28,1700,310,48,188,15,2,33,1,0,4,7,8,0,0,4,71.9,88.2
2021-08-28,1800,281,37,159,12,5,42,2,0,4,11,9,0,0,0,67.1,82.5
2021-08-28,1900,229,38,137,6,7,24,3,0,2,10,2,0,0,0,71.2,86
2021-08-28,2000,189,21,109,9,7,17,4,0,1,15,5,0,0,1,71.3,87.6
2021-08-28,2100,160,14,88,11,5,18,5,0,1,15,3,0,0,0,72.5,88.6
2021-08-28,2200,139,12,57,6,7,28,2,0,2,19,6,0,0,0,70.6,85.5
2021-08-28,2300,87,6,40,5,4,11,2,0,3,13,3,0,0,0,72.6,86.8
2021-08-28,07-19,3754,462,2227,205,43,458,74,2,54,121,96,0,0,12,69,83.8
2021-08-28,06-22,4608,604,2682,247,66,546,96,3,61,172,116,0,0,15,69.5,84.4
2021-08-28,06-00,4834,622,2779,258,77,585,100,3,66,204,125,0,0,15,69.6,84.6
2021-08-28,00-00,5810,659,3192,319,145,801,129,3,83,279,184,0,0,16,69.9,84.8
2021-08-29,0000,168,5,49,4,7,38,11,0,6,40,7,0,0,1,69,83
2021-08-29,0100,93,4,29,5,16,19,3,0,1,8,8,0,0,0,75.1,90.7
2021-08-29,0200,72,3,31,3,16,11,1,0,0,5,2,0,0,0,76.5,91.5
2021-08-29,0300,68,6,28,2,8,12,5,0,3,3,1,0,0,0,73.3,87
2021-08-29,0400,70,3,36,6,5,10,2,0,0,6,2,0,0,0,73.9,86.9
2021-08-29,0500,85,10,44,4,1,15,2,0,1,3,5,0,0,0,75.1,90.7
2021-08-29,0600,147,24,72,7,1,25,4,0,1,9,4,0,0,0,68.1,81.5
2021-08-29,0700,157,25,95,6,1,16,5,0,1,2,6,0,0,0,71.4,85.6
2021-08-29,0800,188,20,114,11,4,22,2,0,5,4,6,0,0,0,68.9,84.7
