Date,Time,Total,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Cls,Mean,Vpp
2021-08-29,0900,233,27,151,8,0,23,7,0,1,5,10,0,0,1,67.1,81.5
2021-08-29,1000,243,33,143,12,1,35,5,0,5,3,5,0,0,1,73.4,87.3
2021-08-29,1100,285,38,192,13,1,24,7,0,1,2,5,0,0,2,71.6,86
2021-08-29,1200,309,36,207,8,4,28,10,0,3,3,10,0,0,0,69.3,85.9
2021-08-29,1300,273,41,180,10,1,27,2,0,1,2,8,0,0,1,72.7,87.1
2021-08-29,1400,316,28,212,12,4,33,9,0,4,8,5,0,0,1,72.7,86.3
2021-08-29,1500,360,34,249,19,5,31,3,1,1,10,6,0,0,1,72.9,88.7
2021-08-29,1600,373,42,240,17,2,40,9,0,4,10,8,0,0,1,68.9,82.8
2021-08-29,1700,431,59,270,10,4,44,11,2,4,11,13,0,0,3,70.5,87.2
2021-08-29,1800,313,38,194,18,2,32,5,0,2,11,10,0,0,1,69.1,83.9
2021-08-29,1900,306,21,160,13,2,45,11,0,5,16,29,0,0,4,61.5,76.9
2021-08-29,2000,270,6,137,14,5,53,10,0,7,18,19,0,0,1,68.9,84.5
2021-08-29,2100,208,2,106,8,4,40,6,0,3,21,17,0,0,1,68.9,87.1
2021-08-29,2200,204,3,104,11,7,41,6,0,4,9,19,0,0,0,72.3,85.5
2021-08-29,2300,176,5,54,10,6,40,8,0,7,17,29,0,0,0,69.7,81.6
2021-08-29,07-19,3481,421,2247,144,29,355,75,3,32,71,92,0,0,12,70.7,85.7
2021-08-29,06-22,4412,474,2722,186,41,518,106,3,48,135,161,0,0,18,69.8,85.3
2021-08-29,06-00,4792,482,2880,207,54,599,120,3,59,161,209,0,0,18,69.9,85.3
2021-08-29,00-00,5348,513,3097,231,107,704,144,3,70,226,234,0,0,19,70.2,85.5
2021-08-30,0000,139,3,51,9,6,34,3,0,7,18,8,0,0,0,73.4,88
2021-08-30,0100,117,1,33,8,21,29,5,0,3,11,6,0,0,0,74.7,90.4
2021-08-30,0200,123,0,34,6,20,35,7,1,7,6,7,0,0,0,74.3,87.7
2021-08-30,0300,97,2,28,5,9,25,11,1,0,5,11,0,0,0,75.5,88.2
2021-08-30,0400,172,3,80,16,2,47,12,0,4,3,5,0,0,0,75.8,92
2021-08-30,0500,216,48,89,17,5,33,5,0,5,5,8,0,0,1,68.3,84.3
2021-08-30,0600,338,90,171,12,1,38,7,0,4,9,5,0,0,1,71.8,85.9
2021-08-30,0700,285,31,177,13,2,39,7,0,3,3,9,0,0,1,74.3,88.4
2021-08-30,0800,248,19,164,17,3,33,6,0,1,5,0,0,0,0,73.3,88.5
2021-08-30,0900,263,31,151,22,1,39,5,0,2,6,6,0,0,0,72,86.9
2021-08-30,1000,320,30,193,20,2,52,6,0,6,6,4,0,0,1,72.4,86
2021-08-30,1100,300,32,159,29,4,45,11,0,1,11,8,0,0,0,70.8,86.6
2021-08-30,1200,319,33,164,25,2,50,17,0,7,13,5,0,0,3,68.8,82.6
2021-08-30,1300,286,41,135,21,2,52,11,0,6,7,9,0,0,2,69.6,85.9
2021-08-30,1400,355,32,194,33,4,55,14,1,6,9,6,0,0,1,69.8,86.6
2021-08-30,1500,383,47,201,33,4,56,10,0,6,12,13,0,0,1,65.3,82.2
2021-08-30,1600,343,52,173,27,1,48,3,0,8,16,14,0,0,1,69.7,83.2
2021-08-30,1700,371,42,189,17,5,58,13,0,11,19,13,0,0,4,66.9,80
2021-08-30,1800,374,39,215,9,1,65,8,1,6,13,15,0,0,2,64.7,77.6
2021-08-30,1900,276,20,135,20,4,43,3,0,8,17,25,0,0,1,60.9,74.5
2021-08-30,2000,280,12,130,16,6,49,8,0,5,25,29,0,0,0,62.1,74.3
2021-08-30,2100,180,5,74,12,5,45,8,0,4,14,13,0,0,0,65.7,77.9
2021-08-30,2200,191,7,55,12,1,56,9,1,6,24,18,0,0,2,57.9,67.9
2021-08-30,2300,210,1,74,6,2,55,11,0,7,28,24,0,0,2,50.9,61
2021-08-30,07-19,3847,429,2115,266,31,592,111,2,63,120,102,0,0,16,69.5,84.6
2021-08-30,06-22,4921,556,2625,326,47,767,137,2,84,185,174,0,0,18,68.6,83.9
2021-08-30,06-00,5322,564,2754,344,50,878,157,3,97,237,216,0,0,22,67.5,83.2
2021-08-30,00-00,6186,621,3069,405,113,1081,200,5,123,285,261,0,0,23,68.3,83.9
2021-08-31,0000,214,0,54,6,8,70,9,0,3,37,27,0,0,0,57.1,66.8
2021-08-31,0100,181,1,38,18,10,73,1,0,4,23,13,0,0,0,62.8,73.2
2021-08-31,0200,166,1,49,12,16,53,4,0,2,12,17,0,0,0,63.6,76.7
2021-08-31,0300,142,3,24,12,15,54,7,0,3,9,15,0,0,0,68,83
2021-08-31,0400,166,4,55,11,3,52,7,0,4,14,16,0,0,0,68.6,82.1
2021-08-31,0500,255,54,89,16,4,47,13,0,3,10,17,0,0,2,61.6,78.7
2021-08-31,0600,368,84,164,16,2,51,11,0,5,15,17,0,0,3,64.4,78.3
2021-08-31,0700,311,29,190,18,3,41,2,0,1,11,16,0,0,0,67.9,84.9
2021-08-31,0800,252,16,167,13,4,29,10,0,2,2,9,0,0,0,68.3,83.5
2021-08-31,0900,255,21,149,21,0,37,10,0,1,10,6,0,0,0,71.2,84.4
2021-08-31,1000,329,26,192,24,4,45,20,0,2,9,6,0,0,1,68.7,84.1
2021-08-31,1100,313,29,167,27,3,56,11,0,2,7,10,0,0,1,67.1,82.4
2021-08-31,1200,336,34,183,24,4,56,11,0,5,13,5,0,0,1,68.9,81.7
2021-08-31,1300,317,27,148,33,4,60,11,0,8,15,10,0,0,1,70.7,83.3
2021-08-31,1400,327,32,168,37,4,43,14,0,4,15,9,0,0,1,70,86.5
2021-08-31,1500,401,54,181,44,6,64,15,0,9,22,6,0,0,0,66.2,80.8
2021-08-31,1600,404,54,202,24,4,62,15,0,13,19,11,0,0,0,68.1,80
2021-08-31,1700,366,48,181,25,4,46,14,1,8,22,15,0,0,2,65.8,81
2021-08-31,1800,368,47,157,28,3,67,10,0,5,26,20,0,0,5,63.9,76.7
2021-08-31,1900,265,14,119,18,3,51,8,0,7,24,20,0,0,1,64.7,82.4
2021-08-31,2000,217,10,93,9,4,37,12,0,7,25,18,0,0,2,65.8,80
2021-08-31,2100,240,10,86,12,6,50,7,0,8,34,26,0,0,1,63.4,77.7
2021-08-31,2200,181,4,63,10,3,45,9,0,4,16,26,0,0,1,57.9,69.2
2021-08-31,2300,184,0,56,10,6,51,9,0,10,24,18,0,0,0,64.5,74.4
2021-08-31,07-19,3979,417,2085,318,43,606,143,1,60,171,123,0,0,12,67.9,82.6
2021-08-31,06-22,5069,535,2547,373,58,795,181,1,87,269,204,0,0,19,67.2,81.8
2021-08-31,06-00,5434,539,2666,393,67,891,199,1,101,309,248,0,0,20,66.8,81.2
2021-08-31,00-00,6558,602,2975,468,123,1240,240,1,120,414,353,0,0,22,66.1,80.5
2021-09-01,0000,205,0,60,8,7,55,10,0,6,45,14,0,0,0,57.4,68.6
2021-09-01,0100,159,2,32,12,12,51,5,0,5,24,16,0,0,0,63.8,78.5
2021-09-01,0200,164,1,43,11,17,51,6,0,2,15,17,0,0,1,67.5,80.1
2021-09-01,0300,191,0,41,16,14,80,6,0,5,16,13,0,0,0,66.1,80.9
2021-09-01,0400,166,4,64,9,3,41,11,0,3,16,15,0,0,0,73.3,87.6
2021-09-01,0500,244,47,97,16,3,44,12,0,7,8,10,0,0,0,61.3,74.7
2021-09-01,0600,361,81,156,25,2,46,13,0,9,11,17,0,0,1,59.1,71.2
2021-09-01,0700,282,26,165,17,3,37,5,0,2,15,12,0,0,0,66,80.9
2021-09-01,0800,282,15,157,26,3,46,16,0,1,6,11,0,0,1,66,80.2
2021-09-01,0900,269,11,166,19,2,41,11,0,1,10,8,0,0,0,60.2,73.9
2021-09-01,1000,260,16,167,16,2,33,10,0,0,8,7,0,0,1,68.8,80.9
2021-09-01,1100,265,20,145,18,2,44,17,0,1,10,7,0,0,1,64.9,76.9
2021-09-01,1200,353,37,181,24,3,55,23,0,4,15,10,0,0,1,65.1,80.2
2021-09-01,1300,301,25,159,28,3,52,8,0,6,12,8,0,0,0,69.6,81.4
2021-09-01,1400,330,29,187,24,2,52,10,0,4,12,9,0,0,1,68.8,84.7
2021-09-01,1500,354,45,169,24,6,54,13,0,5,17,18,0,0,3,68,80.2
2021-09-01,1600,391,38,210,19,3,56,12,0,7,27,17,0,0,2,63.5,78.3
2021-09-01,1700,387,44,183,25,6,63,20,0,6,22,15,0,0,3,64.8,78.8
2021-09-01,1800,333,30,161,16,4,60,13,1,7,18,21,0,0,2,62.3,77.6
2021-09-01,1900,288,15,128,18,6,61,8,0,4,26,21,0,0,1,61.3,76.4
2021-09-01,2000,219,5,100,12,6,38,8,0,5,28,17,0,0,0,59.5,68
2021-09-01,2100,206,3,75,17,4,48,2,0,10,26,21,0,0,0,59.4,69.5
2021-09-01,2200,168,2,43,9,4,42,5,0,5,37,21,0,0,0,57.6,66.3
2021-09-01,2300,219,3,46,21,4,54,11,0,6,46,28,0,0,0,57.6,69.5
2021-09-01,07-19,3807,336,2050,256,39,593,158,1,44,172,143,0,0,15,65.6,79.7
2021-09-01,06-22,4881,440,2509,328,57,786,189,1,72,263,219,0,0,17,64.4,78.3
2021-09-01,06-00,5268,445,2598,358,65,882,205,1,83,346,268,0,0,17,63.9,77.8
2021-09-01,00-00,6397,499,2935,430,121,1204,255,1,111,470,353,0,0,18,64,78.1
2021-09-02,0000,174,2,42,12,11,54,10,0,8,22,12,0,0,1,63.2,76.8
2021-09-02,0100,188,0,34,12,11,77,9,0,4,29,11,0,0,1,63.4,73.9
2021-09-02,0200,153,0,45,12,18,46,4,0,1,16,11,0,0,0,66.2,76.8
2021-09-02,0300,140,4,34,5,14,52,5,0,6,10,10,0,0,0,63.7,76.6
2021-09-02,0400,160,6,41,16,5,44,8,0,3,20,17,0,0,0,64.9,79.8
2021-09-02,0500,311,51,115,26,1,65,14,0,1,16,20,0,0,2,60.5,74.3
2021-09-02,0600,357,84,158,20,1,46,6,0,5,16,18,0,0,3,67.5,82.9
2021-09-02,0700,307,32,175,29,0,43,5,0,3,3,17,0,0,0,70.6,85
2021-09-02,0800,264,17,162,18,3,41,5,0,3,5,8,0,0,2,70.9,85.2
2021-09-02,0900,278,15,150,33,1,38,12,0,3,10,15,0,0,1,70,83
2021-09-02,1000,290,16,159,19,3,46,22,0,1,15,9,0,0,0,68.8,80.8
2021-09-02,1100,297,23,162,20,3,52,14,0,3,11,8,0,0,1,67.6,81.2
2021-09-02,1200,309,36,176,19,2,41,9,0,2,10,14,0,0,0,70.8,87.6
2021-09-02,1300,333,28,192,23,2,51,15,1,5,7,9,0,0,0,68.5,83.7
2021-09-02,1400,369,20,196,31,7,61,16,0,9,21,7,0,0,1,67.2,79.1
2021-09-02,1500,356,37,184,23,4,55,15,0,7,17,12,0,0,2,65.3,81.4
2021-09-02,1600,342,43,167,26,1,47,12,0,12,21,10,0,0,3,66.3,78.9
2021-09-02,1700,386,44,188,24,8,62,14,0,8,19,16,0,0,3,68.2,82.8
2021-09-02,1800,344,36,173,16,2,69,9,0,7,16,16,0,0,0,66.9,80.3
2021-09-02,1900,282,12,125,18,3,42,13,0,8,35,24,0,0,2,63.3,76.4
2021-09-02,2000,231,11,89,13,3,60,7,0,4,31,12,0,0,1,64.5,77.4
2021-09-02,2100,143,5,50,11,5,36,7,0,2,16,11,0,0,0,67.7,82.3
2021-09-02,2200,139,10,41,10,1,50,6,0,0,11,10,0,0,0,68.2,79.9
2021-09-02,2300,161,8,45,12,5,48,6,0,2,18,17,0,0,0,68.1,81.3
2021-09-02,07-19,3875,347,2084,281,36,606,148,1,63,155,141,0,0,13,68.3,82.4
2021-09-02,06-22,4888,459,2506,343,48,790,181,1,82,253,206,0,0,19,67.8,82.1
2021-09-02,06-00,5188,477,2592,365,54,888,193,1,84,282,233,0,0,19,67.8,82.1
2021-09-02,00-00,6314,540,2903,448,114,1226,243,1,107,395,314,0,0,23,67,81
2021-09-03,0000,247,3,55,24,8,82,9,0,4,41,21,0,0,0,67.9,80.6
2021-09-03,0100,180,2,27,9,7,62,9,0,3,42,17,0,0,2,64.7,77.4
2021-09-03,0200,197,2,40,16,19,78,7,1,7,14,13,0,0,0,70.6,82.6
2021-09-03,0300,196,1,41,8,11,74,12,0,4,19,26,0,0,0,67.4,82.8
2021-09-03,0400,167,5,45,12,3,54,6,0,8,16,18,0,0,0,68.5,81.4
2021-09-03,0500,267,45,95,22,1,57,8,0,5,11,23,0,0,0,67.6,81.4
2021-09-03,0600,355,78,143,19,1,53,9,0,8,21,22,0,0,1,68.9,83.9
2021-09-03,0700,286,39,147,19,3,37,10,0,2,16,13,0,0,0,66.4,79.4
2021-09-03,0800,276,25,160,20,2,42,4,1,2,7,11,0,0,2,71.8,86.2
2021-09-03,0900,284,32,151,23,1,46,18,0,2,5,5,0,0,1,72.4,85.2
2021-09-03,1000,307,20,176,17,4,51,18,0,5,8,8,0,0,0,71.5,84.7
2021-09-03,1100,336,36,191,20,3,44,12,0,4,13,11,0,0,2,70.4,87
2021-09-03,1200,309,42,148,26,3,57,10,0,1,10,11,0,0,1,70.8,86.3
2021-09-03,1300,336,39,186,25,3,48,11,0,4,12,8,0,0,0,70.6,86.8
2021-09-03,1400,356,35,212,22,1,50,13,0,3,7,11,0,0,2,70.2,83.3
2021-09-03,1500,419,48,239,26,6,45,20,0,7,13,11,0,0,4,67.9,81.5
2021-09-03,1600,443,61,251,22,4,57,9,0,7,14,17,0,0,1,67.4,81.5
2021-09-03,1700,417,54,226,29,5,61,10,0,7,12,10,0,0,3,66.5,83.3
2021-09-03,1800,418,54,236,24,3,51,17,0,3,21,9,0,0,0,64.2,78.3
2021-09-03,1900,318,26,182,15,5,41,6,0,3,20,19,0,0,1,67.6,82.1
2021-09-03,2000,248,10,144,15,6,39,6,0,1,13,12,0,0,2,69,85.8
2021-09-03,2100,239,13,123,15,5,34,5,0,5,21,18,0,0,0,70.5,85.7
2021-09-03,2200,190,7,93,10,3,27,5,0,5,19,21,0,0,0,65.5,76.9
2021-09-03,2300,186,0,93,9,6,38,8,0,4,21,7,0,0,0,74.2,87.9
2021-09-03,07-19,4187,485,2323,273,38,589,152,1,47,138,125,0,0,16,68.9,83.5
2021-09-03,06-22,5347,612,2915,337,55,756,178,1,64,213,196,0,0,20,68.9,83.7
2021-09-03,06-00,5723,619,3101,356,64,821,191,1,73,253,224,0,0,20,69,83.7
2021-09-03,00-00,6977,677,3404,447,113,1228,242,2,104,396,342,0,0,22,68.7,83.2
2021-09-04,0000,192,3,81,17,7,45,4,0,3,18,13,0,0,1,66.2,85.7
2021-09-04,0100,154,1,79,10,15,29,5,0,0,10,5,0,0,0,72.2,88
2021-09-04,0200,160,0,55,10,21,55,4,0,2,9,4,0,0,0,73.7,87.4
2021-09-04,0300,112,0,55,7,8,28,1,0,1,8,4,0,0,0,70.9,83.7
2021-09-04,0400,159,2,74,12,6,44,5,0,3,6,6,0,0,1,71,83.5
2021-09-04,0500,179,23,80,13,4,42,4,0,0,7,6,0,0,0,63.9,77.2
2021-09-04,0600,324,48,180,25,3,42,5,0,2,7,11,0,0,1,66.7,78.8
2021-09-04,0700,236,27,150,12,1,28,6,0,1,5,6,0,0,0,72.4,85.7
2021-09-04,0800,231,20,144,12,2,34,9,0,1,2,7,0,0,0,73.4,87.3
2021-09-04,0900,287,37,176,16,2,41,9,0,1,4,1,0,0,0,72.8,89.4
2021-09-04,1000,350,41,220,26,0,27,8,2,6,9,11,0,0,0,67.4,83.3
2021-09-04,1100,338,40,187,20,1,36,21,1,8,8,16,0,0,0,67.6,81.7
2021-09-04,1200,311,46,175,14,3,40,6,1,8,5,13,0,0,0,72.9,87.7
2021-09-04,1300,321,57,172,21,2,42,12,0,4,5,5,0,0,1,71.3,85.5
2021-09-04,1400,343,55,192,24,5,36,8,0,6,11,4,0,0,2,69.3,83.5
2021-09-04,1500,366,51,230,21,1,42,2,0,3,5,9,0,0,2,72.1,88.2
2021-09-04,1600,388,84,215,16,6,37,7,0,3,11,7,0,0,2,72.7,86.5
2021-09-04,1700,329,53,183,20,3,34,7,1,4,12,7,0,0,5,70,84.3
2021-09-04,1800,299,39,155,12,5,45,5,0,8,10,13,0,0,7,68,82.8
2021-09-04,1900,248,32,139,14,6,18,9,0,5,17,8,0,0,0,68.5,83.2
2021-09-04,2000,200,20,108,9,7,25,2,0,4,12,13,0,0,0,73.8,88.7
2021-09-04,2100,156,9,78,10,5,32,4,0,5,7,6,0,0,0,74.1,87.6
2021-09-04,2200,144,7,97,3,5,12,4,0,3,10,3,0,0,0,74.9,90.4
2021-09-04,2300,114,5,55,4,4,23,4,0,3,14,1,0,0,1,73.8,86.8
2021-09-04,07-19,3799,550,2199,214,31,442,100,5,53,87,99,0,0,19,70.7,85.9
2021-09-04,06-22,4727,659,2704,272,52,559,120,5,69,130,137,0,0,20,70.6,85.7
2021-09-04,06-00,4985,671,2856,279,61,594,128,5,75,154,141,0,0,21,70.8,85.9
2021-09-04,00-00,5941,700,3280,348,122,837,151,5,84,212,179,0,0,23,70.5,85.6
2021-09-05,0000,88,3,27,7,6,7,2,0,3,31,1,0,0,1,70.6,85.2
2021-09-05,0100,112,6,45,3,17,22,2,0,2,12,3,0,0,0,77.1,91.6
2021-09-05,0200,75,3,35,1,13,12,0,0,2,4,5,0,0,0,77.2,87.8
2021-09-05,0300,58,4,21,3,10,16,1,0,1,1,1,0,0,0,74.4,87.7
2021-09-05,0400,59,4,29,10,2,9,0,0,1,4,0,0,0,0,74.7,85.9
2021-09-05,0500,103,8,61,6,1,19,3,0,0,0,5,0,0,0,76.3,91.6
2021-09-05,0600,165,31,84,8,1,26,6,0,1,6,2,0,0,0,74.8,89.7
2021-09-05,0700,157,31,86,8,1,19,1,0,1,5,5,0,0,0,74.1,88.8
2021-09-05,0800,203,35,126,6,4,21,1,0,2,1,5,0,0,2,72.3,85.8
2021-09-05,0900,209,38,118,3,2,26,3,0,1,5,13,0,0,0,74.1,87.1
2021-09-05,1000,233,26,151,8,2,21,5,0,2,9,8,0,0,1,72.2,87.3
2021-09-05,1100,301,43,187,13,4,37,1,0,2,9,5,0,0,0,72.2,86.9
2021-09-05,1200,324,47,207,6,1,32,5,0,7,11,6,0,0,2,72.8,86.4
2021-09-05,1300,305,44,179,13,1,34,10,0,2,12,8,0,0,2,71.5,85.3
2021-09-05,1400,352,36,222,14,4,46,10,0,5,7,7,0,0,1,72.3,84.6
2021-09-05,1500,352,54,223,13,4,31,8,0,2,11,6,0,0,0,71.4,84.8
2021-09-05,1600,368,50,224,20,3,35,8,0,5,6,15,0,0,2,71.6,86.2
2021-09-05,1700,347,42,211,15,4,37,11,1,5,5,15,0,0,1,71.3,84.4
2021-09-05,1800,327,50,171,16,2,29,3,0,7,26,20,0,0,3,68.3,83.2
2021-09-05,1900,304,28,159,8,5,55,5,0,5,10,28,0,0,1,66.4,81.2
2021-09-05,2000,213,12,100,11,3,40,11,0,3,15,18,0,0,0,66.6,81.9
2021-09-05,2100,221,4,100,9,5,41,6,0,8,22,26,0,0,0,67.7,80.8
2021-09-05,2200,189,3,75,14,8,50,4,0,2,14,19,0,0,0,71,84.9
2021-09-05,2300,168,4,74,6,7,37,9,0,7,15,9,0,0,0,69.5,82
2021-09-05,07-19,3478,496,2105,135,32,368,66,1,41,107,113,0,0,14,71.8,85.7
2021-09-05,06-22,4381,571,2548,171,46,530,94,1,58,160,187,0,0,15,71.1,85.5
2021-09-05,06-00,4738,578,2697,191,61,617,107,1,67,189,215,0,0,15,71,85.3
2021-09-05,00-00,5233,606,2915,221,110,702,115,1,76,241,230,0,0,16,71.4,85.7
2021-09-06,0000,126,1,39,16,6,31,5,0,4,8,16,0,0,0,73.1,86.7
2021-09-06,0100,112,2,36,9,14,31,3,0,2,11,4,0,0,0,75.3,87.5
2021-09-06,0200,126,0,38,7,29,38,3,0,0,3,8,0,0,0,80,92.3
2021-09-06,0300,95,0,34,9,8,25,5,1,2,2,9,0,0,0,75.4,89
2021-09-06,0400,159,5,62,12,6,42,9,0,4,7,12,0,0,0,67.8,78.3
2021-09-06,0500,210,35,94,14,3,43,3,0,2,3,11,0,0,2,63.5,77.9
2021-09-06,0600,331,78,172,12,4,35,10,0,0,10,10,0,0,0,66.4,81.9
2021-09-06,0700,309,28,200,23,0,42,7,1,1,5,2,0,0,0,66.4,82.3
2021-09-06,0800,235,25,142,19,1,35,7,0,1,3,2,0,0,0,70,86.4
2021-09-06,0900,284,17,170,21,2,46,11,1,1,7,8,0,0,0,70.2,84.6
2021-09-06,1000,257,29,142,21,1,49,7,0,1,6,1,0,0,0,72.2,85
2021-09-06,1100,320,30,187,20,3,48,13,0,2,13,4,0,0,0,73.2,85.5
2021-09-06,1200,318,37,163,30,2,54,6,1,4,7,12,0,0,2,68.1,81.7
2021-09-06,1300,295,33,164,27,1,39,14,0,5,8,4,0,0,0,71.2,85.7
2021-09-06,1400,320,36,162,21,2,61,15,0,4,10,7,0,0,2,69.5,83.3
2021-09-06,1500,356,56,187,19,4,58,14,0,3,7,8,0,0,0,70.7,86
2021-09-06,1600,368,43,189,29,3,57,7,0,3,19,15,0,0,3,68.6,83.4
2021-09-06,1700,361,42,187,27,6,53,7,0,7,18,10,0,0,4,68.2,82.7
2021-09-06,1800,314,34,156,22,4,51,12,0,4,18,12,0,0,1,65.6,78.4
2021-09-06,1900,247,13,103,15,2,49,10,0,7,31,16,0,0,1,65.8,79.1
2021-09-06,2000,220,5,95,15,6,38,8,0,3,29,21,0,0,0,65.9,81.4
2021-09-06,2100,218,5,58,13,5,59,11,1,10,29,26,0,0,1,63.6,73.4
2021-09-06,2200,206,2,57,11,4,57,4,0,5,31,35,0,0,0,63.4,76.3
2021-09-06,2300,176,0,51,10,7,45,9,0,4,26,23,0,0,1,68.4,78.5
2021-09-06,07-19,3737,410,2049,279,29,593,120,3,36,121,85,0,0,12,69.4,83.9
2021-09-06,06-22,4753,511,2477,334,46,774,159,4,56,220,158,0,0,14,68.6,83
2021-09-06,06-00,5135,513,2585,355,57,876,172,4,65,277,216,0,0,15,68.4,82.8
2021-09-06,00-00,5963,556,2888,422,123,1086,200,5,79,311,276,0,0,17,68.8,83.2
2021-09-07,0000,191,1,30,15,3,73,7,0,5,42,14,0,0,1,65.1,75.3
2021-09-07,0100,181,1,30,12,17,60,2,0,5,37,17,0,0,0,70.9,83.1
2021-09-07,0200,153,1,41,12,19,48,5,0,3,12,12,0,0,0,70.2,83.7
2021-09-07,0300,137,1,29,12,14,44,8,0,5,14,10,0,0,0,72.3,84.1
2021-09-07,0400,165,7,55,13,2,54,12,0,2,9,11,0,0,0,66.4,78.6
2021-09-07,0500,266,56,97,16,3,50,11,0,3,14,15,0,0,1,61.8,74.5
2021-09-07,0600,313,81,139,13,2,42,10,0,7,9,9,0,0,1,66.3,80.4
2021-09-07,0700,300,26,182,26,1,39,6,0,3,9,8,0,0,0,72.5,85.5
2021-09-07,0800,253,15,151,22,4,36,5,0,4,8,8,0,0,0,70.4,84.9
2021-09-07,0900,270,16,156,17,0,38,11,0,3,11,16,0,0,2,67.7,80.3
2021-09-07,1000,284,17,153,20,3,50,12,0,2,13,14,0,0,0,64.8,78.6
2021-09-07,1100,291,27,151,25,1,53,16,0,3,9,6,0,0,0,64.8,76.4
2021-09-07,1200,324,37,151,42,3,56,5,0,3,15,11,0,0,1,67.5,81
2021-09-07,1300,322,30,195,24,4,44,11,0,2,5,6,0,0,1,70.3,84.5
2021-09-07,1400,355,28,176,37,3,68,12,1,6,10,13,0,0,1,69,82.9
2021-09-07,1500,402,39,218,43,3,51,9,1,9,12,15,0,0,2,66.9,80.2
2021-09-07,1600,424,58,194,36,5,67,16,0,8,19,18,0,0,3,66.3,78.8
2021-09-07,1700,364,37,162,23,5,65,13,0,6,24,22,0,0,7,65.9,81
2021-09-07,1800,353,35,178,26,1,59,15,0,8,8,19,0,0,4,66,79.2
2021-09-07,1900,255,18,102,17,4,58,6,0,5,22,22,0,0,1,62.3,74.3
2021-09-07,2000,260,7,93,23,6,51,11,0,11,35,22,0,0,1,61.8,77.9
2021-09-07,2100,218,1,60,4,3,62,11,0,8,42,25,0,0,2,63.4,75.8
2021-09-07,2200,245,10,69,16,2,49,12,1,7,36,42,0,0,1,64.9,77.1
2021-09-07,2300,200,2,40,16,6,72,8,0,7,33,16,0,0,0,66.8,77.7
2021-09-07,07-19,3942,365,2067,341,33,626,131,2,57,143,156,0,0,21,67.6,81.2
2021-09-07,06-22,4988,472,2461,398,48,839,169,2,88,251,234,0,0,26,66.7,80.6
2021-09-07,06-00,5433,484,2570,430,56,960,189,3,102,320,292,0,0,27,66.7,80.5
2021-09-07,00-00,6526,551,2852,510,114,1289,234,3,125,448,371,0,0,29,66.7,80.3
2021-09-08,0000,187,1,32,9,11,56,15,0,6,33,23,0,0,1,67.6,79.4
2021-09-08,0100,181,2,31,8,16,57,8,0,9,44,6,0,0,0,70.6,83.3
2021-09-08,0200,208,1,25,16,22,89,14,1,7,13,20,0,0,0,73.6,86.6
2021-09-08,0300,134,0,36,12,12,44,4,0,4,16,6,0,0,0,72.3,85.5
2021-09-08,0400,165,5,55,13,3,44,9,0,1,15,20,0,0,0,70.2,85
2021-09-08,0500,247,52,91,23,3,45,4,0,0,11,17,0,0,1,68.3,82
2021-09-08,0600,361,74,160,23,2,48,8,0,9,14,20,0,0,3,68.6,83.7
2021-09-08,0700,255,23,137,23,1,41,5,0,3,8,12,0,0,2,71.1,87.3
2021-09-08,0800,299,22,176,25,5,37,6,1,3,11,13,0,0,0,72.7,87.8
2021-09-08,0900,284,24,157,17,2,52,9,0,1,8,13,0,0,1,70,83.7
2021-09-08,1000,278,18,150,24,1,52,9,0,5,9,9,0,0,1,71.6,85
2021-09-08,1100,296,41,150,12,3,53,10,0,3,11,12,0,0,1,67.1,80.9
2021-09-08,1200,344,32,174,32,2,45,16,0,3,21,18,0,0,1,68.1,80.9
2021-09-08,1300,320,27,160,27,3,61,11,0,4,15,11,0,0,1,68.7,81.5
2021-09-08,1400,344,36,176,34,3,54,13,0,3,9,16,0,0,0,68.5,82.3
2021-09-08,1500,370,43,167,32,3,62,20,0,9,15,16,0,0,3,67.1,78.2
2021-09-08,1600,386,40,179,33,3,63,22,0,4,24,16,0,0,2,66.4,80.1
2021-09-08,1700,380,47,170,28,4,56,11,1,9,26,27,0,0,1,64.4,80.4
2021-09-08,1800,312,34,138,17,1,69,9,0,6,19,18,0,0,1,65,79.7
2021-09-08,1900,239,15,101,13,5,44,7,0,5,23,24,0,0,2,63.7,75.6
2021-09-08,2000,240,7,89,15,6,46,5,0,7,40,25,0,0,0,65.1,74.5
2021-09-08,2100,216,5,64,10,4,56,10,0,6,33,25,0,0,3,62.9,77.5
2021-09-08,2200,200,2,50,20,2,48,8,0,8,29,33,0,0,0,66.2,78.7
2021-09-08,2300,199,3,47,12,11,52,7,0,5,32,30,0,0,0,67.5,78.5
2021-09-08,07-19,3868,387,1934,304,31,645,141,2,53,176,181,0,0,14,68.2,82.2
2021-09-08,06-22,4924,488,2348,365,48,839,171,2,80,286,275,0,0,22,67.6,81.7
2021-09-08,06-00,5323,493,2445,397,61,939,186,2,93,347,338,0,0,22,67.6,81.5
2021-09-08,00-00,6445,554,2715,478,128,1274,240,3,120,479,430,0,0,24,68,82.1
2021-09-09,0000,186,0,47,17,3,54,11,0,6,23,23,0,0,2,65.4,80.8
2021-09-09,0100,159,0,28,10,10,68,2,1,4,23,13,0,0,0,75.1,88.7
